id,edad,genero,nivel_educativo,region,ingreso_mensual,saldo_cuenta,score_crediticio,dias_mora_12m,monto_prestamo_solicitado
8943,75,F,Primaria,Norte,1412.27,1634.35,,8.0,
8944,25,M,Tecnico,Occidente,2017.85,3224.32,546.0,7.0,2076.98
8945,46,M,Tecnico,Sur,,2095.9,,9.0,4289.3
8946,56,F,Tecnico,Centro,1317.6,2141.63,528.0,8.0,
8947,45,F,Universitario,Centro,,6867.27,662.0,7.0,11105.28
8948,23,M,Secundaria,Norte,,2714.74,518.0,8.0,5598.52
8949,33,M,Postgrado,Norte,3654.33,6732.38,640.0,9.0,13222.69
8950,37,F,Postgrado,Occidente,10462.48,18996.76,736.0,,36648.85
8951,33,F,Primaria,Oriente,1778.0,3446.72,530.0,8.0,6076.51
8952,24,F,Universitario,Occidente,2112.44,4785.04,587.0,3.0,6959.73
8953,58,F,Tecnico,Centro,936.12,944.71,496.0,9.0,2419.08
8954,31,M,Secundaria,Sur,2420.16,3804.8,,6.0,7828.02
8955,60,M,Tecnico,Centro,500.59,2143.11,,16.0,500.0
8956,43,M,Universitario,Occidente,1990.45,3042.99,590.0,6.0,6762.74
8957,43,M,Postgrado,Occidente,1419.53,3632.67,536.0,7.0,5434.02
8958,31,M,Tecnico,Occidente,1414.98,3580.55,577.0,5.0,4081.29
8959,24,M,Secundaria,Sur,1155.88,1617.86,505.0,10.0,2614.01
8960,50,F,Tecnico,Norte,1956.15,3722.39,602.0,6.0,3799.37
8961,43,M,Primaria,Sur,1095.95,2445.08,,11.0,1954.07
8962,74,F,Tecnico,Norte,2932.26,6801.93,730.0,4.0,12129.69
8963,62,F,Universitario,Norte,3330.02,,662.0,5.0,9600.55
8964,37,F,Secundaria,Norte,2168.39,3832.86,549.0,5.0,5350.55
8965,20,F,Primaria,Centro,,1704.4,489.0,7.0,3288.96
8966,69,F,Tecnico,Sur,,2632.92,446.0,9.0,4233.18
8967,21,M,Secundaria,Centro,1907.7,3441.29,,4.0,5236.56
8968,43,M,Secundaria,Centro,,1082.79,524.0,5.0,2822.7
8969,28,M,Tecnico,Norte,,4286.02,561.0,6.0,2962.39
8970,19,M,Postgrado,Sur,2244.11,5327.97,592.0,8.0,8308.05
8971,31,F,Universitario,Sur,5403.08,9715.17,,5.0,18559.95
8972,61,F,Secundaria,Norte,1924.8,2726.7,690.0,2.0,4125.06
8973,47,F,Tecnico,Oriente,704.95,491.01,,9.0,
8974,66,M,Primaria,Sur,,1756.04,418.0,12.0,
8975,29,F,Universitario,Centro,911.1,915.18,432.0,5.0,1885.78
8976,43,M,Tecnico,Sur,964.9,772.01,,4.0,3553.26
8977,61,F,Postgrado,Sur,2017.61,2540.11,598.0,7.0,6855.83
8978,50,M,Postgrado,Norte,5803.81,10536.39,702.0,10.0,21392.39
8979,30,M,Secundaria,Oriente,1863.15,3551.48,555.0,8.0,
8980,31,M,Postgrado,Sur,2203.5,5527.4,604.0,4.0,7794.31
8981,41,F,Postgrado,Norte,2307.04,3627.37,599.0,10.0,7173.77
8982,51,M,Tecnico,Sur,1395.77,2961.91,555.0,13.0,5328.89
8983,61,M,Secundaria,Sur,1041.15,1317.27,495.0,12.0,500.0
8984,43,F,Universitario,Norte,2118.51,3125.01,584.0,7.0,4532.54
8985,38,F,Secundaria,Oriente,1023.29,2204.62,,6.0,3209.5
8986,45,M,Tecnico,Centro,1624.8,3743.84,556.0,7.0,4551.66
8987,65,F,Primaria,,694.79,1117.61,481.0,,
8988,53,M,Tecnico,Sur,1785.63,2180.38,615.0,10.0,4773.9
8989,57,M,Postgrado,Sur,3755.08,7385.71,679.0,7.0,11543.39
8990,19,M,Secundaria,Norte,900.37,2048.09,,13.0,2151.19
8991,59,M,Universitario,Occidente,,3744.94,644.0,6.0,7276.43
8992,26,M,Secundaria,Occidente,1335.02,,502.0,13.0,3801.54
8993,40,F,Tecnico,Oriente,,4073.74,630.0,7.0,9309.88
8994,32,M,Tecnico,Centro,2947.02,5910.03,662.0,8.0,8261.3
8995,30,F,Secundaria,Oriente,1399.78,3030.6,,7.0,5772.33
8996,40,F,Tecnico,Oriente,2038.39,3658.18,698.0,4.0,5154.16
8997,34,M,Universitario,Occidente,2213.41,4049.88,,5.0,5872.92
8998,65,M,Secundaria,Occidente,2714.92,5239.37,,13.0,9795.9
8999,19,F,Tecnico,Centro,3639.99,7053.21,670.0,5.0,10223.12
9000,37,F,Tecnico,Norte,2569.81,3993.92,662.0,1.0,8858.16
9001,37,F,Secundaria,Centro,1808.05,4028.34,615.0,5.0,5801.98
9002,63,F,Universitario,Centro,3052.03,5941.84,704.0,6.0,10197.98
9003,20,M,Tecnico,Oriente,,2813.87,527.0,11.0,3356.72
9004,72,F,Secundaria,Oriente,1128.52,,514.0,3.0,3269.24
9005,29,M,Primaria,Oriente,920.9,2048.76,,8.0,1739.07
9006,57,F,Secundaria,Centro,1730.99,3477.65,566.0,4.0,9951.66
9007,19,F,Universitario,Centro,1824.17,3269.53,589.0,6.0,
9008,53,M,Tecnico,Norte,1000.84,1060.92,506.0,,500.0
9009,31,M,Universitario,Sur,2146.25,3201.05,587.0,10.0,6159.85
9010,33,F,Universitario,Oriente,1144.18,3394.56,,13.0,
9011,36,M,Secundaria,Occidente,3491.64,6344.38,637.0,5.0,11306.26
9012,51,F,Tecnico,Centro,1420.72,3351.14,561.0,8.0,2928.82
9013,61,F,Postgrado,Occidente,3382.6,6156.26,674.0,6.0,11298.4
9014,63,F,Postgrado,Norte,5882.59,9749.59,712.0,,18387.02
9015,23,M,Secundaria,Sur,4377.73,8334.2,675.0,11.0,14925.14
9016,30,F,Tecnico,Norte,1612.6,2980.23,640.0,11.0,3682.22
9017,53,F,Secundaria,Norte,1072.4,2668.76,516.0,7.0,
9018,39,F,Primaria,Occidente,1595.92,2726.08,533.0,4.0,3668.71
9019,35,F,Universitario,Oriente,2324.91,3777.63,559.0,7.0,7116.44
9020,29,F,Secundaria,Norte,1373.63,935.55,576.0,8.0,3488.59
9021,69,F,Primaria,Centro,1378.67,3075.23,547.0,3.0,
9022,71,M,Universitario,Norte,3094.91,5840.73,621.0,11.0,8877.65
9023,47,F,Universitario,Norte,6024.54,,650.0,6.0,18857.9
9024,70,M,Universitario,Sur,1387.15,2852.14,543.0,6.0,5978.25
9025,68,M,Tecnico,Sur,,7328.76,782.0,1.0,19842.31
9026,57,M,Secundaria,Centro,1401.24,4163.93,593.0,11.0,4038.88
9027,24,F,Primaria,Norte,1733.76,1676.42,544.0,6.0,5174.11
9028,49,F,Universitario,Centro,2607.01,4316.36,,9.0,4285.05
9029,65,F,Postgrado,Centro,3486.9,6028.55,612.0,7.0,12842.27
9030,36,M,Universitario,Oriente,2590.79,4404.4,615.0,7.0,8805.87
9031,23,M,Universitario,Occidente,1618.03,2844.94,556.0,5.0,1224.64
9032,37,M,Primaria,Norte,,4383.83,561.0,10.0,7450.33
9033,44,F,Secundaria,Centro,1941.27,3616.68,550.0,11.0,7117.72
9034,70,M,Secundaria,Centro,1882.79,3140.37,562.0,6.0,7415.58
9035,60,M,Universitario,Norte,2163.65,3257.62,622.0,7.0,9906.71
9036,54,M,Primaria,Norte,,1387.32,461.0,8.0,3193.53
9037,65,F,Tecnico,Occidente,,6188.68,593.0,8.0,5182.84
9038,24,F,Primaria,Oriente,1614.69,1910.72,579.0,4.0,2575.28
9039,22,F,Tecnico,Norte,2261.03,3725.33,601.0,9.0,
9040,28,M,Universitario,Centro,2433.45,4820.41,681.0,4.0,7262.14
9041,32,M,Tecnico,Centro,1597.38,3955.18,,5.0,5089.26
9042,20,M,Universitario,Norte,4007.67,9864.73,738.0,3.0,15813.38
9043,75,M,Tecnico,Sur,2372.59,5209.16,603.0,2.0,8645.42
9044,22,M,Secundaria,Sur,1637.1,2347.5,619.0,8.0,4225.95
9045,40,M,Secundaria,Centro,773.7,2096.94,491.0,5.0,3524.63
9046,70,M,Postgrado,Occidente,1527.24,3055.11,,5.0,4213.51
9047,54,M,Secundaria,Sur,4373.93,7100.35,699.0,6.0,15207.37
9048,26,M,Primaria,Centro,,2688.25,619.0,3.0,3838.18
9049,32,F,Secundaria,Centro,2637.31,3292.78,595.0,6.0,6373.53
9050,20,F,Secundaria,Norte,692.97,0.0,,9.0,500.0
9051,46,F,Secundaria,Sur,2365.19,3707.25,661.0,,9307.45
9052,23,M,Tecnico,Sur,1525.68,2854.32,609.0,8.0,6042.96
9053,34,M,Postgrado,Occidente,3417.19,6979.0,680.0,7.0,12025.75
9054,43,F,Universitario,Occidente,3068.79,5260.53,617.0,1.0,7047.57
9055,38,M,Primaria,Oriente,1291.83,1614.04,558.0,10.0,2730.32
9056,25,F,Tecnico,Sur,1882.71,4953.16,624.0,8.0,8348.85
9057,38,F,Universitario,Sur,1602.39,,591.0,7.0,4291.11
9058,74,F,Universitario,Oriente,3362.57,5283.49,581.0,8.0,8704.8
9059,28,F,Secundaria,Norte,977.36,1400.59,499.0,11.0,712.99
9060,55,F,Secundaria,Centro,1061.87,3160.64,537.0,8.0,3470.34
9061,25,F,Universitario,Norte,2432.02,4955.48,672.0,3.0,9671.63
9062,59,M,Universitario,Sur,,2063.76,484.0,10.0,6191.05
9063,41,M,Tecnico,Oriente,3051.09,5345.46,601.0,9.0,8025.49
9064,52,M,Primaria,Centro,2083.5,3671.47,596.0,5.0,3593.02
9065,72,M,Tecnico,Oriente,1575.4,1443.04,667.0,9.0,2912.87
9066,31,M,Primaria,Centro,1049.36,2191.98,530.0,15.0,
9067,72,M,Primaria,Occidente,1292.42,2326.86,510.0,13.0,698.32
9068,31,F,Secundaria,Sur,605.7,931.79,434.0,11.0,509.3
9069,27,M,Secundaria,Occidente,,,486.0,10.0,3037.4
9070,29,M,Secundaria,Centro,,4269.38,601.0,9.0,6303.78
9071,55,M,Secundaria,Occidente,,3271.34,591.0,8.0,6480.95
9072,61,M,Primaria,Centro,1058.79,1782.72,492.0,12.0,3647.45
9073,72,M,Primaria,Sur,1044.86,2509.28,496.0,7.0,2756.08
9074,63,F,Primaria,Norte,1721.84,2166.48,590.0,4.0,4770.11
9075,51,F,Secundaria,Oriente,654.64,156.15,475.0,10.0,2408.98
9076,58,F,Secundaria,Occidente,3610.24,6363.83,600.0,9.0,7215.71
9077,27,M,Secundaria,Oriente,2205.56,4570.88,592.0,5.0,8112.53
9078,75,M,Secundaria,Sur,1335.71,2343.4,597.0,5.0,6311.37
9079,34,F,Secundaria,Centro,1754.33,3969.07,657.0,8.0,3097.69
9080,34,M,Secundaria,Centro,2748.88,4752.57,664.0,9.0,10316.5
9081,20,M,Universitario,Centro,1433.96,3873.63,,8.0,3095.85
9082,48,M,Tecnico,Centro,3248.0,5723.2,702.0,5.0,11437.92
9083,68,F,Universitario,Oriente,2508.45,5061.22,642.0,10.0,7336.46
9084,18,M,Secundaria,Occidente,1943.26,4096.46,532.0,3.0,1635.85
9085,29,F,Universitario,Occidente,3471.91,6608.46,646.0,5.0,10555.85
9086,56,M,Secundaria,Centro,1662.51,3102.4,511.0,4.0,500.0
9087,21,F,Tecnico,Sur,2823.98,4921.94,665.0,5.0,10214.72
9088,59,F,Secundaria,Sur,1281.84,2657.67,454.0,12.0,2522.51
9089,30,M,Universitario,Sur,2320.3,,619.0,10.0,7900.79
9090,51,M,Secundaria,Norte,1079.8,,526.0,,
9091,59,M,Universitario,Oriente,1818.92,2759.07,581.0,8.0,5022.54
9092,38,M,Tecnico,Centro,1947.46,2848.38,475.0,9.0,1508.96
9093,39,F,Tecnico,Centro,2624.48,3847.0,569.0,7.0,7586.02
9094,74,M,Universitario,Oriente,1430.73,1589.76,559.0,10.0,3850.97
9095,21,F,Postgrado,Occidente,3777.15,7141.11,698.0,,12479.98
9096,35,M,Universitario,Oriente,4015.84,7699.76,678.0,4.0,14544.35
9097,22,M,Secundaria,Norte,2610.62,5707.95,673.0,9.0,8175.39
9098,36,F,Secundaria,Centro,,,561.0,10.0,809.14
9099,19,F,Secundaria,Centro,892.08,1332.95,476.0,10.0,500.0
9100,29,M,Primaria,Occidente,1581.2,4359.68,551.0,8.0,
9101,34,M,Primaria,Centro,1443.22,2355.42,515.0,8.0,3716.33
9102,27,M,Tecnico,Occidente,1746.96,2080.42,663.0,6.0,5279.02
9103,51,F,Universitario,Occidente,2149.27,3335.9,635.0,3.0,7308.29
9104,23,M,Primaria,Oriente,1344.89,1686.28,546.0,9.0,
9105,25,M,Tecnico,Norte,2103.56,4553.78,587.0,8.0,5528.23
9106,68,F,Secundaria,Norte,1312.07,1725.31,548.0,9.0,3155.9
9107,28,M,Universitario,Oriente,2117.14,,516.0,6.0,7562.43
9108,74,M,Primaria,Oriente,,1260.32,463.0,5.0,500.0
9109,29,M,Tecnico,Occidente,2016.09,3851.05,585.0,9.0,5677.31
9110,26,F,Postgrado,Norte,3854.02,7687.8,562.0,11.0,11702.3
9111,19,F,Secundaria,Oriente,824.04,2338.15,519.0,5.0,2201.02
9112,25,F,Universitario,Sur,2212.77,3760.64,610.0,6.0,9211.64
9113,75,M,Universitario,Centro,2020.9,4526.18,,6.0,
9114,28,F,Secundaria,Sur,2439.11,4558.52,585.0,8.0,8556.85
9115,70,M,Postgrado,Sur,1970.03,3912.25,653.0,4.0,5027.17
9116,53,M,Universitario,Centro,4061.22,6003.86,700.0,4.0,12775.38
9117,27,F,Primaria,Centro,2065.38,4259.57,547.0,5.0,2885.54
9118,38,M,Secundaria,Centro,499.41,111.46,364.0,4.0,
9119,37,M,Tecnico,Centro,2380.98,5373.97,,2.0,8391.52
9120,65,F,Universitario,Centro,3153.5,7364.81,639.0,6.0,8343.53
9121,25,F,Secundaria,Centro,731.1,256.6,430.0,11.0,1019.02
9122,53,M,Universitario,Occidente,2122.74,5003.69,578.0,5.0,4596.5
9123,46,M,Secundaria,Occidente,1243.82,2661.79,542.0,9.0,2812.3
9124,59,M,Universitario,Oriente,1621.33,2493.26,544.0,,4381.52
9125,29,M,Tecnico,Norte,1317.66,1050.9,578.0,9.0,5567.63
9126,31,M,Tecnico,Norte,2583.78,2137.85,699.0,2.0,8336.64
9127,65,M,Tecnico,Oriente,1955.77,4448.0,547.0,4.0,6156.66
9128,71,F,Universitario,Norte,1943.8,4488.1,646.0,8.0,5438.99
9129,67,M,Secundaria,Sur,,,459.0,10.0,1079.12
9130,38,M,Universitario,Centro,3478.37,5619.37,699.0,7.0,
9131,39,M,Primaria,Centro,2557.8,4623.62,639.0,11.0,5622.08
9132,38,M,Tecnico,Occidente,1619.44,,606.0,10.0,5668.95
9133,61,M,Universitario,Occidente,2391.08,5082.44,,5.0,5564.61
9134,67,F,Secundaria,Occidente,4969.04,8941.49,740.0,4.0,17830.67
9135,47,F,Universitario,Occidente,3537.53,7153.63,,8.0,10706.35
9136,56,M,Tecnico,Sur,3040.32,4927.88,638.0,9.0,10340.2
9137,37,F,Universitario,Centro,1836.84,,543.0,8.0,4980.7
9138,41,M,Primaria,Norte,,2021.66,,9.0,500.0
9139,40,F,Primaria,Sur,,3581.91,601.0,7.0,5905.0
9140,24,M,Universitario,Norte,2845.45,5054.61,663.0,11.0,9858.71
9141,26,F,Universitario,Occidente,2535.46,6133.56,621.0,8.0,9446.33
9142,18,M,Secundaria,Sur,1725.94,4206.74,563.0,8.0,6534.73
9143,43,F,Postgrado,Oriente,7190.41,11996.39,731.0,6.0,23894.86
9144,55,F,Tecnico,Sur,1327.48,2628.83,575.0,4.0,4425.01
9145,55,M,Postgrado,Centro,3637.29,4980.26,640.0,4.0,12998.54
9146,71,M,Tecnico,Oriente,1400.88,2890.03,585.0,4.0,3527.76
9147,61,M,Secundaria,Oriente,,2496.05,577.0,8.0,2883.72
9148,39,F,Secundaria,Oriente,,3689.53,726.0,8.0,5963.27
9149,61,M,Postgrado,Oriente,3948.72,7573.5,688.0,7.0,14411.91
9150,27,F,Secundaria,Centro,3177.23,5939.18,,4.0,10413.23
9151,72,F,Postgrado,Occidente,2774.1,4341.38,570.0,13.0,7803.39
9152,75,M,Universitario,Centro,3271.61,4822.98,716.0,4.0,11023.63
9153,23,M,Secundaria,Occidente,2567.48,4956.84,580.0,7.0,5102.39
9154,34,F,Tecnico,Occidente,1495.44,2119.13,548.0,7.0,1660.45
9155,68,F,Tecnico,Norte,1534.48,2560.09,549.0,9.0,7025.46
9156,67,F,Tecnico,Occidente,1764.53,2194.27,602.0,3.0,3973.9
9157,55,M,Primaria,Occidente,642.37,0.0,437.0,14.0,3852.16
9158,41,M,Universitario,Sur,,7689.59,629.0,7.0,13331.49
9159,68,F,Tecnico,Oriente,2035.9,3294.58,561.0,3.0,6606.04
9160,27,F,Universitario,Occidente,1090.07,1345.38,459.0,5.0,3416.65
9161,73,F,Tecnico,Norte,1577.65,3947.15,574.0,10.0,3142.05
9162,25,M,Secundaria,,2617.62,5359.89,672.0,7.0,10768.22
9163,38,M,Tecnico,Sur,1541.6,3091.55,540.0,7.0,3820.62
9164,73,M,Universitario,Oriente,5163.1,9371.52,,8.0,17025.52
9165,23,F,Secundaria,Sur,1277.81,1233.83,559.0,7.0,3234.21
9166,38,M,Postgrado,Sur,1707.38,3514.39,579.0,9.0,3414.67
9167,74,F,Secundaria,Occidente,614.91,2113.91,416.0,8.0,719.36
9168,56,F,Postgrado,Sur,8726.77,15681.4,811.0,7.0,36767.11
9169,41,M,Universitario,Centro,1656.47,3920.68,531.0,12.0,5493.08
9170,50,M,Universitario,Sur,1872.0,2679.48,596.0,9.0,6838.59
9171,35,F,Secundaria,Sur,1406.81,1335.74,539.0,6.0,3017.9
9172,73,M,Tecnico,Centro,2138.7,,627.0,6.0,7079.8
9173,45,M,Universitario,Norte,,2962.79,570.0,10.0,4029.37
9174,74,M,Tecnico,Centro,3403.76,6129.67,702.0,4.0,10436.25
9175,69,F,Universitario,Centro,2904.94,5000.42,651.0,5.0,8754.59
9176,49,F,Universitario,Centro,4229.23,8037.88,712.0,9.0,15606.2
9177,29,F,Secundaria,Sur,598.98,992.71,470.0,6.0,3828.26
9178,65,F,Tecnico,Sur,,3096.67,556.0,4.0,7793.44
9179,59,F,Secundaria,Centro,1859.56,3749.2,638.0,14.0,
9180,44,F,Secundaria,Norte,1487.37,2156.56,,5.0,4857.37
9181,27,F,Universitario,Oriente,1841.33,3430.79,,7.0,6393.72
9182,63,M,Universitario,Sur,1280.11,2003.95,,6.0,2919.49
9183,74,M,Primaria,Centro,689.76,111.42,446.0,10.0,500.0
9184,69,F,Universitario,Norte,4538.46,8446.83,,8.0,11994.32
9185,59,F,Primaria,Centro,1469.47,2118.19,558.0,8.0,4834.26
9186,49,M,Secundaria,Oriente,1390.63,1758.99,534.0,8.0,4275.97
9187,59,F,Primaria,Sur,1104.32,,558.0,7.0,1484.6
9188,43,M,Postgrado,Norte,5239.04,9732.37,746.0,1.0,19091.35
9189,42,M,Postgrado,Centro,5130.89,9253.58,687.0,2.0,16473.91
9190,28,F,Tecnico,Occidente,1213.2,1339.28,597.0,9.0,5517.15
9191,40,M,Secundaria,Sur,,1119.17,,4.0,500.0
9192,51,F,Secundaria,Centro,1804.74,3628.96,535.0,6.0,5159.81
9193,74,M,Universitario,Occidente,,7988.58,699.0,3.0,16358.57
9194,69,M,Secundaria,Centro,2156.72,3100.58,620.0,4.0,6406.01
9195,57,F,Secundaria,Oriente,3261.95,6458.05,630.0,4.0,10543.3
9196,40,F,Universitario,Norte,2214.87,5137.61,589.0,5.0,10029.85
9197,46,M,Secundaria,Norte,1719.85,2683.03,529.0,2.0,6881.09
9198,48,F,Primaria,Sur,1184.59,2058.78,508.0,8.0,4862.36
9199,24,F,Secundaria,Centro,2040.21,4065.88,525.0,9.0,4981.95
9200,57,M,Universitario,Norte,1793.31,3040.79,564.0,,5987.87
9201,50,M,Postgrado,Occidente,3660.87,7024.95,655.0,5.0,14177.52
9202,38,F,Primaria,Norte,,3441.49,573.0,7.0,6753.25
9203,19,F,Tecnico,Oriente,1238.59,2208.36,577.0,5.0,2073.33
9204,35,M,Secundaria,Centro,598.71,1800.53,459.0,4.0,
9205,64,M,Secundaria,Occidente,1983.71,2675.01,644.0,12.0,7819.73
9206,50,M,Tecnico,Occidente,,8893.51,710.0,11.0,18075.53
9207,54,M,Primaria,Centro,905.16,596.53,507.0,5.0,2152.66
9208,51,F,Secundaria,Sur,2713.57,4826.16,628.0,6.0,6045.83
9209,37,F,Universitario,Oriente,2392.98,4958.62,,10.0,7641.58
9210,52,M,Secundaria,Norte,983.74,1513.59,527.0,10.0,2755.09
9211,68,F,Postgrado,Oriente,,9135.73,676.0,11.0,17456.37
9212,67,F,Secundaria,Occidente,830.3,2313.98,475.0,14.0,915.99
9213,71,F,Secundaria,Norte,3146.67,4250.62,731.0,3.0,13671.08
9214,35,F,Secundaria,Oriente,1556.06,2214.68,550.0,4.0,5686.86
9215,63,F,Secundaria,Norte,725.31,,472.0,11.0,2086.18
9216,41,F,Universitario,Sur,5520.46,10019.45,755.0,6.0,21242.55
9217,25,M,Universitario,Centro,3413.97,6988.1,701.0,7.0,8915.29
9218,47,M,Secundaria,Centro,,3384.18,613.0,7.0,7113.28
9219,61,F,Tecnico,Centro,2787.02,5335.35,,8.0,8962.51
9220,70,M,Postgrado,Centro,1152.7,1753.61,504.0,12.0,2405.39
9221,27,M,Primaria,Oriente,879.81,2107.2,545.0,7.0,1624.5
9222,40,M,Secundaria,Centro,4624.09,8479.62,688.0,6.0,17067.13
9223,69,F,Secundaria,Centro,1675.93,4005.91,595.0,6.0,4939.29
9224,66,F,Universitario,Centro,1885.45,3532.81,621.0,4.0,7396.74
9225,28,M,Primaria,Centro,1259.88,1091.49,588.0,6.0,4539.86
9226,19,M,Secundaria,Sur,874.07,591.4,,8.0,2624.37
9227,75,F,Tecnico,Norte,3901.82,6126.61,697.0,6.0,15411.55
9228,43,M,Tecnico,Oriente,1476.32,2203.96,547.0,9.0,3497.44
9229,53,F,Universitario,Sur,1205.91,3379.41,630.0,6.0,2729.47
9230,50,M,Secundaria,Oriente,1646.07,3883.25,542.0,6.0,5205.13
9231,64,F,Tecnico,Norte,2944.07,5640.76,610.0,,9732.41
9232,30,M,Postgrado,Oriente,4408.25,8566.13,766.0,6.0,18053.92
9233,57,F,Secundaria,Centro,823.67,2043.18,584.0,12.0,
9234,42,F,Secundaria,Norte,,2593.88,542.0,5.0,3632.58
9235,21,M,Tecnico,,662.77,363.43,379.0,5.0,500.0
9236,59,M,Universitario,Oriente,3422.19,7185.09,626.0,,13156.49
9237,36,F,Secundaria,Centro,1832.7,3375.51,541.0,11.0,3218.39
9238,35,F,Secundaria,Occidente,1909.64,3694.65,662.0,7.0,5463.97
9239,54,M,Universitario,Oriente,2021.34,4535.45,591.0,8.0,4946.89
9240,47,F,Tecnico,Centro,772.76,1616.09,,7.0,2685.31
9241,36,F,Universitario,Centro,1656.3,2287.94,549.0,8.0,852.53
9242,75,F,Universitario,Centro,4213.65,7448.82,642.0,3.0,14517.02
9243,40,F,Secundaria,Centro,1767.19,3748.65,543.0,12.0,7312.59
9244,71,F,Universitario,Norte,1166.29,1620.41,603.0,7.0,3850.83
9245,33,F,Primaria,,1042.97,1421.65,,7.0,
9246,18,F,Universitario,Norte,2951.64,5588.9,561.0,11.0,9370.86
9247,29,F,Universitario,Centro,2236.4,4171.08,627.0,8.0,7427.67
9248,41,F,Tecnico,Centro,949.39,1195.03,487.0,16.0,1682.38
9249,51,M,Tecnico,Centro,1472.98,3722.82,548.0,12.0,6112.51
9250,70,M,Primaria,Norte,,1809.71,,8.0,2811.99
9251,74,M,Primaria,Sur,1296.02,616.63,493.0,6.0,4463.0
9252,25,F,Secundaria,Centro,1646.32,3294.14,531.0,12.0,5388.88
9253,35,F,Universitario,Oriente,1763.25,3696.8,658.0,9.0,4376.72
9254,74,F,Secundaria,Occidente,2134.13,4401.7,644.0,8.0,8367.1
9255,65,F,Secundaria,Norte,3273.93,5552.08,690.0,3.0,12502.0
9256,22,M,Universitario,Centro,9372.04,16121.43,748.0,3.0,33314.97
9257,43,M,Secundaria,Sur,988.94,1810.42,499.0,6.0,4826.83
9258,47,F,Universitario,Centro,2508.54,4671.29,689.0,6.0,7281.19
9259,71,M,Secundaria,Norte,701.62,1873.41,,8.0,3040.94
9260,30,M,Secundaria,Norte,1182.32,2398.57,526.0,5.0,2529.86
9261,36,F,Secundaria,Centro,2637.11,5630.03,647.0,8.0,8485.63
9262,46,M,Universitario,Centro,,2490.38,432.0,8.0,3917.17
9263,20,F,Primaria,Occidente,952.09,1727.15,479.0,7.0,4313.4
9264,43,M,Primaria,Centro,1184.13,1357.04,,3.0,3093.69
9265,57,F,Tecnico,Sur,917.98,2475.67,379.0,10.0,3268.46
9266,75,M,Universitario,Centro,3030.08,5918.17,595.0,4.0,9714.49
9267,75,M,Primaria,Centro,,1789.31,552.0,7.0,5748.15
9268,29,F,Universitario,Norte,1776.75,3015.68,622.0,8.0,5315.61
9269,19,F,Universitario,Occidente,3070.0,4714.83,654.0,4.0,9363.69
9270,28,F,Tecnico,Norte,1205.39,620.72,535.0,8.0,4118.74
9271,61,M,Secundaria,Norte,1911.81,2660.35,630.0,2.0,5789.91
9272,45,M,Secundaria,Norte,1512.66,1011.58,626.0,3.0,5669.34
9273,35,F,Secundaria,Norte,,3338.51,,7.0,4812.62
9274,30,M,Tecnico,Norte,1575.23,2875.64,523.0,8.0,5561.26
9275,54,M,Primaria,Sur,670.18,534.99,451.0,10.0,1021.47
9276,39,F,Tecnico,Centro,954.52,2300.06,546.0,6.0,2203.93
9277,29,M,Secundaria,,1034.28,717.45,525.0,9.0,2907.38
9278,19,M,Secundaria,Oriente,1121.07,3011.9,474.0,10.0,
9279,54,M,Tecnico,Oriente,2084.06,3386.1,611.0,6.0,4318.76
9280,24,F,Universitario,Centro,2282.98,4455.13,657.0,11.0,6883.41
9281,43,M,Tecnico,Sur,1468.84,1808.7,588.0,6.0,5597.63
9282,43,F,Secundaria,Norte,611.37,1198.25,469.0,7.0,1394.21
9283,41,M,Primaria,Oriente,876.38,1491.54,439.0,8.0,1180.04
9284,29,F,Tecnico,Sur,1041.64,1639.9,458.0,8.0,962.82
9285,33,M,Tecnico,Sur,3880.48,6614.37,678.0,9.0,11955.54
9286,40,M,Tecnico,Sur,1854.41,3659.13,653.0,8.0,4634.58
9287,57,F,Secundaria,Sur,3126.2,4915.61,677.0,4.0,9696.14
9288,26,F,Universitario,Sur,2407.85,2760.59,,13.0,2948.94
9289,49,F,Universitario,Centro,5635.81,10091.04,693.0,5.0,21471.23
9290,32,F,Primaria,Centro,1356.68,3291.71,565.0,7.0,1796.2
9291,54,M,Universitario,Oriente,2882.56,3841.42,689.0,8.0,12306.07
9292,30,M,Primaria,Centro,2815.85,5134.17,619.0,8.0,8697.23
9293,22,M,Secundaria,Norte,1046.9,1882.65,488.0,5.0,3376.69
9294,28,F,Secundaria,Sur,1082.08,2382.31,,11.0,
9295,27,M,Tecnico,Occidente,,3403.18,530.0,7.0,3964.9
9296,69,F,Secundaria,Centro,5876.58,10021.91,665.0,7.0,20433.65
9297,30,M,Universitario,Oriente,1978.62,2268.31,615.0,4.0,3672.95
9298,58,F,Secundaria,Centro,1779.23,3272.35,526.0,10.0,2695.44
9299,70,M,Secundaria,Sur,2378.68,3740.0,658.0,8.0,9198.39
9300,63,M,Secundaria,Occidente,3209.99,5089.97,568.0,4.0,12372.37
9301,67,F,Tecnico,Oriente,2830.1,5167.9,671.0,6.0,6097.33
9302,32,M,Primaria,Occidente,2300.48,3272.33,,8.0,6354.53
9303,59,F,Secundaria,Norte,2187.42,,,4.0,5895.56
9304,73,F,Secundaria,Norte,1675.17,3442.47,564.0,6.0,5496.46
9305,24,F,Secundaria,Centro,891.32,401.34,459.0,,500.0
9306,57,F,Primaria,Oriente,979.56,2534.92,453.0,12.0,500.0
